household_type_id,ami_percentile,age_group,year,total_hh
More than one adult with children,570,25-44,2006,278
More than one adult with children,570,25-44,2007,155
More than one adult with children,570,25-44,2008,219
More than one adult with children,570,25-44,2009,389
More than one adult with children,570,25-44,2010,81
More than one adult with children,570,25-44,2011,67
More than one adult with children,570,25-44,2012,738
More than one adult with children,570,25-44,2013,356
More than one adult with children,570,25-44,2014,548
More than one adult with children,570,25-44,2015,206
More than one adult with children,570,25-44,2016,865
More than one adult with children,570,25-44,2017,124
More than one adult with children,570,25-44,2018,740
More than one adult with children,570,25-44,2019,377
More than one adult with children,570,25-44,2021,532
More than one adult with children,570,25-44,2022,660
More than one adult with children,570,25-44,2023,502
More than one adult with children,570,45-64,2000,193
More than one adult with children,570,45-64,2001,NA
More than one adult with children,570,45-64,2002,NA
More than one adult with children,570,45-64,2003,205
More than one adult with children,570,45-64,2004,NA
More than one adult with children,570,45-64,2005,706
More than one adult with children,570,45-64,2006,164
More than one adult with children,570,45-64,2007,254
More than one adult with children,570,45-64,2008,88
More than one adult with children,570,45-64,2009,269
More than one adult with children,570,45-64,2010,322
More than one adult with children,570,45-64,2011,155
More than one adult with children,570,45-64,2012,565
More than one adult with children,570,45-64,2013,1186
More than one adult with children,570,45-64,2014,336
More than one adult with children,570,45-64,2015,195
More than one adult with children,570,45-64,2016,632
More than one adult with children,570,45-64,2017,81
More than one adult with children,570,45-64,2018,587
More than one adult with children,570,45-64,2019,558
More than one adult with children,570,45-64,2021,775
More than one adult with children,570,45-64,2022,1103
More than one adult with children,570,45-64,2023,617
More than one adult with children,570,65 and over,2000,6
More than one adult with children,570,65 and over,2001,NA
More than one adult with children,570,65 and over,2002,NA
More than one adult with children,570,65 and over,2003,NA
More than one adult with children,570,65 and over,2004,NA
More than one adult with children,570,65 and over,2005,NA
More than one adult with children,570,65 and over,2006,NA
More than one adult with children,570,65 and over,2007,NA
More than one adult with children,570,65 and over,2008,NA
More than one adult with children,570,65 and over,2009,65
More than one adult with children,570,65 and over,2010,NA
More than one adult with children,570,65 and over,2011,NA
More than one adult with children,570,65 and over,2012,NA
More than one adult with children,570,65 and over,2013,NA
More than one adult with children,570,65 and over,2014,NA
More than one adult with children,570,65 and over,2015,NA
More than one adult with children,570,65 and over,2016,NA
More than one adult with children,570,65 and over,2017,NA
More than one adult with children,570,65 and over,2018,NA
More than one adult with children,570,65 and over,2019,NA
More than one adult with children,570,65 and over,2021,427
More than one adult with children,570,65 and over,2022,NA
More than one adult with children,570,65 and over,2023,NA
More than one adult with no children,570,18-24,2000,NA
More than one adult with no children,570,18-24,2001,NA
More than one adult with no children,570,18-24,2002,NA
More than one adult with no children,570,18-24,2003,NA
More than one adult with no children,570,18-24,2004,NA
More than one adult with no children,570,18-24,2005,NA
More than one adult with no children,570,18-24,2006,NA
More than one adult with no children,570,18-24,2007,NA
More than one adult with no children,570,18-24,2008,NA
More than one adult with no children,570,18-24,2009,NA
More than one adult with no children,570,18-24,2010,NA
More than one adult with no children,570,18-24,2011,NA
More than one adult with no children,570,18-24,2012,NA
More than one adult with no children,570,18-24,2013,NA
More than one adult with no children,570,18-24,2014,NA
More than one adult with no children,570,18-24,2015,NA
More than one adult with no children,570,18-24,2016,NA
More than one adult with no children,570,18-24,2017,NA
More than one adult with no children,570,18-24,2018,NA
More than one adult with no children,570,18-24,2019,NA
More than one adult with no children,570,18-24,2021,NA
More than one adult with no children,570,18-24,2022,51
More than one adult with no children,570,18-24,2023,NA
More than one adult with no children,570,25-44,2000,42
More than one adult with no children,570,25-44,2001,NA
More than one adult with no children,570,25-44,2002,NA
More than one adult with no children,570,25-44,2003,NA
More than one adult with no children,570,25-44,2004,NA
More than one adult with no children,570,25-44,2005,243
More than one adult with no children,570,25-44,2006,275
More than one adult with no children,570,25-44,2007,308
More than one adult with no children,570,25-44,2008,NA
More than one adult with no children,570,25-44,2009,149
More than one adult with no children,570,25-44,2010,61
More than one adult with no children,570,25-44,2011,NA
More than one adult with no children,570,25-44,2012,NA
More than one adult with no children,570,25-44,2013,NA
More than one adult with no children,570,25-44,2014,232
More than one adult with no children,570,25-44,2015,210
More than one adult with no children,570,25-44,2016,81
More than one adult with no children,570,25-44,2017,NA
More than one adult with no children,570,25-44,2018,218
More than one adult with no children,570,25-44,2019,NA
More than one adult with no children,570,25-44,2021,NA
More than one adult with no children,570,25-44,2022,36
More than one adult with no children,570,25-44,2023,38
More than one adult with no children,570,45-64,2000,100
More than one adult with no children,570,45-64,2001,170
More than one adult with no children,570,45-64,2002,703
More than one adult with no children,570,45-64,2003,NA
More than one adult with no children,570,45-64,2004,340
More than one adult with no children,570,45-64,2005,133
More than one adult with no children,570,45-64,2006,388
More than one adult with no children,570,45-64,2007,260
More than one adult with no children,570,45-64,2008,209
More than one adult with no children,570,45-64,2009,578
More than one adult with no children,570,45-64,2010,111
More than one adult with no children,570,45-64,2011,108
More than one adult with no children,570,45-64,2012,222
More than one adult with no children,570,45-64,2013,340
More than one adult with no children,570,45-64,2014,419
More than one adult with no children,570,45-64,2015,501
More than one adult with no children,570,45-64,2016,287
More than one adult with no children,570,45-64,2017,275
More than one adult with no children,570,45-64,2018,363
More than one adult with no children,570,45-64,2019,142
More than one adult with no children,570,45-64,2021,351
More than one adult with no children,570,45-64,2022,205
More than one adult with no children,570,45-64,2023,452
More than one adult with no children,570,65 and over,2000,150
More than one adult with no children,570,65 and over,2001,NA
More than one adult with no children,570,65 and over,2002,257
More than one adult with no children,570,65 and over,2003,NA
More than one adult with no children,570,65 and over,2004,171
More than one adult with no children,570,65 and over,2005,100
More than one adult with no children,570,65 and over,2006,18
More than one adult with no children,570,65 and over,2007,76
More than one adult with no children,570,65 and over,2008,NA
More than one adult with no children,570,65 and over,2009,13
More than one adult with no children,570,65 and over,2010,81
More than one adult with no children,570,65 and over,2011,211
More than one adult with no children,570,65 and over,2012,79
More than one adult with no children,570,65 and over,2013,444
More than one adult with no children,570,65 and over,2014,195
More than one adult with no children,570,65 and over,2015,95
More than one adult with no children,570,65 and over,2016,68
More than one adult with no children,570,65 and over,2017,70
More than one adult with no children,570,65 and over,2018,108
More than one adult with no children,570,65 and over,2019,496
More than one adult with no children,570,65 and over,2021,51
More than one adult with no children,570,65 and over,2022,150
